id_namespace	local_id	project_id_namespace	project_local_id	persistent_id	creation_time	size_in_bytes	uncompressed_size_in_bytes	sha256	md5	filename	file_format	compression_format	data_type	assay_type	analysis_type	mime_type	bundle_collection_id_namespace	bundle_collection_local_id
tag:hmpdacc.org,2021-10-04:	SRS1346527_metaphlan_bugs_list.tsv.bz2	tag:hmpdacc.org,2021-10-04:	EsophAdeno	drs://drs.hmpdacc.org/1ZkxDLC0OEDy		2175	20442	b50fd6f2f47cbaca9f91e90022d71781a9086a0dbe5f349aa7800d5ec397110b	8f427ef7681047eed59b1d24bbf42241	SRS1346527_metaphlan_bugs_list.tsv.bz2	format:3475		data:3028	OBI:0002623	OBI:0200080			
