glytoucan_ac,pubchem_cid
G17274VA,91860201
G17280PS,91851819
G17286ZM,156614385
G17292MC,91852761
G17294JY,91851865
G17297XR,91846098
G17300DB,71298301
G17319QJ,168359839
G17325JA,22266944
G17326TY,91848866
G17330HJ,91853945
G17331IX,91854903
G17336FF,71297515
G17339LD,146017501
G17342KE,91850582
G17344FG,91860752
G17344UV,91853355
G17348SA,91860431
G17356JL,156614846
G17369ZN,124225259
G17389EH,91850802
G17390SF,168359851
G17392HI,156618376
G17395OG,78052820
G17399NA,91850278
G17403EL,156616278
G17406OI,91848838
G17413EQ,3386155
G17413FR,91859129
G17425GC,156614986
G17433EW,146016397
G17437BX,146017586
G17441MI,71297835
G17456TE,91853271
G17460MY,71297493
G17465IO,91828224
G17473NR,91852934
G17473XY,156616043
G17475KI,146015657
G17480GI,53239704
G17480VM,91860047
G17486WU,146016341
G17488TD,77909667
G17500FP,171122704
G17510DO,91849484
G17520FX,91854680
G17527HL,91846180
G17538MY,91849308
G17540HT,91852805
G17540MV,91849902
G17545ER,168359886
G17557TG,91852195
G17575OM,91848617
G17580KL,91857646
G17584JU,91847443
G17595XL,91847988
G17597KD,91845125
G17601US,91862714
G17630DD,91845489
G17634ZQ,91859194
G17639DA,71298033
G17650QU,146016421
G17652NI,91847368
G17655CU,91849315
G17658XE,146016313
G17667RI,91855499
G17671LU,91859772
G17676GV,96357999
G17680DJ,91853571
G17686BY,24852496
G17689DH,25098607
G17689EW,91850730
G17698NO,91846716
G17708XE,14497271
G17709UI,146017729
G17740GV,156614890
G17743FY,71298484
G17750OE,146017686
G17751FJ,156618939
G17752YB,91862421
G17754FF,171122718
G17758YV,91849796
G17779DH,92136190
G17780OR,146015938
G17787TV,91859164
G17787VG,91848717
G17790QU,91845213
G17792PO,11124767
G17800QD,91858962
G17801HD,71297999
G17807LO,71297895
G17810KS,91846717
G17810MG,91850904
G17845YQ,168359941
G17848HM,146017071
G17857ZF,91860114
G17860DR,156617605
G17866PG,101951664
G17876LI,193395
G17909DH,156614387
G17920GO,91853183
G17921ID,71298128
G17927IW,445037
G17940JF,91858410
G17941WU,78052972
G17943XD,91853776
G17961XM,146017250
G17963KW,9951956
G17964DY,91851937
G17968CJ,71297763
G17977UE,91857625
G17984VC,91860591
G17987PO,156618472
G17988BN,91859691
G17988XO,71297321
G17994ZD,146017048
G18010HV,91846718
G18011IN,91855196
G18026EK,91848497
G18039HF,91861405
G18041KS,156616704
G18059CR,156617751
G18063QW,87056640
G18064OV,171122733
G18064PZ,10129164
G18067AF,91861130
G18076SX,53262380
G18081AA,91858297
G18082CO,91846887
G18117YG,146016138
G18119VX,171122737
G18125MC,156615102
G18132YR,91847493
G18135ML,171122739
G18140CR,91855473
G18157DU,71297503
G18157KC,91846494
G18160VJ,71297525
G18166BF,146017602
G18181XX,156614733
G18185ZH,91847317
G18186LB,91856890
G18193SZ,156618764
G18199NX,168360017
G18201QM,91861538
G18214MO,146017893
G18219CJ,91853390
G18221CF,14647415
G18232WJ,91850632
G18233KV,70788989
G18238YG,91861620
G18253ON,5289009
G18259WY,91856349
G18263DZ,91859649
G18268KQ,101334155
G18286BM,91856821
G18288MA,16212626
G18306LO,146016559
G18309SU,91849411
G18315LD,44520707
G18320HP,92136189
G18324CC,3283802
G18331QM,91858952
G18335CL,91846589
G18340ZI,71297807
G18355GO,168360056
G18362VR,146017381
G18374MW,91845744
G18375DW,10008718
G18407SY,146015463
G18410AS,71297623
G18414FL,71297247
G18426VJ,91825710
G18427DX,171933372
G18428QD,71298085
G18430SJ,168360083
G18438YA,91846045
G18449CC,91853135
G18464VS,91861579
G18472TI,91859690
G18495ED,71298359
G18506AD,91849515
G18510JA,91849039
G18516QW,146016310
G18521RG,156618474
G18528HV,91853276
G18559HW,156618400
G18559VR,91849069
G18564GN,91860830
G18571KJ,146016845
G18581LO,146016641
G18584GW,91857882
G18594ZT,91861165
G18603ZQ,156615045
G18625KA,45266843
G18628GH,91861873
G18629CD,91859030
G18638YB,91860465
G18641OW,156619261
G18643KO,91851602
G18653BM,91853595
G18687CN,91847017
G18695QD,146017927
G18707MU,91851598
G18721GF,54157542
G18724OW,91849742
G18731YM,91854528
G18738PX,91846339
G18740DM,91850470
G18749ON,101236700
G18751BE,171122777
G18761HZ,91846676
G18768EK,91845656
G18784ZP,156615077
G18792RR,91857978
G18803PL,91860229
G18808LA,50992179
G18814OJ,91851359
G18814PP,91861716
G18819TA,53751942
G18821QZ,118705306
G18830JZ,10062742
G18833GC,91845899
G18838XN,91850393
G18841LT,168360177
G18841NY,146016694
G18843II,91852986
G18849BF,168360178
G18855WX,146015772
G18859KD,70678649
G18859UG,91851276
G18869TR,91862417
G18875EC,91848704
G18875WG,91852570
G18877VR,91857263
G18878GS,91848678
G18878GY,91849533
G18886LF,91860530
G18890KW,71298406
G18892PE,10145887
G18905AN,91857395
G18913QB,91861542
G18920FS,91859832
G18923CQ,10220660
G18933GR,46940462
G18938DW,91828217
G18948TG,91862953
G18950NM,91854101
G18956GV,156618854
G18958SQ,91851227
G18965SA,101754557
G18966TV,168360197
G18970LV,91856243
G18972WN,168360198
G18975PJ,156614584
G18980FQ,10235450
G18982QA,156619323
G18983UN,91846283
G19017MP,50992178
G19019TY,91858009
G19022QG,91846632
G19026NP,92136154
G19028NN,91858571
G19038KD,152109
G19044DA,72326622
G19053XS,71297861
G19055WI,91851360
G19073DY,91857513
G19075LN,91850839
G19077XV,171122794
G19083SI,91856128
G19085AS,91861637
G19089MC,5288903
G19104OH,91856614
G19106CR,91849087
G19114BA,171122797
G19121EL,91845866
G19124KK,156614324
G19125UE,91860541
G19126FR,168360233
G19134QI,70678955
G19138OU,91862493
G19144GN,124708417
G19151RP,91849166
G19158MO,91849279
G19170MD,91848174
G19173US,146017177
G19179MO,91860625
G19185HX,91851582
G19202DD,91856439
G19203SG,91855516
G19208WA,57339199
G19212IL,91847606
G19220VM,156616413
G19220YQ,57198574
G19231UV,156616045
G19235DE,75223062
G19238ZQ,71298432
G19242QH,91846883
G19243KM,91848809
G19243TV,91855493
G19266OP,5288885
G19267AT,91858243
G19278LV,91860582
G19281RB,91851537
G19282BU,91856729
G19283CF,91859962
G19287UY,71297716
G19289JN,156617265
G19294PB,91848015
G19294RF,91860411
G19298NU,156614618
G19298OA,91852658
G19304XI,91859741
G19310ZA,91847257
G19333TK,156617224
G19336PT,91862078
G19339UM,71297797
G19340FV,91854610
G19342EE,156617483
G19353QT,91862639
G19375IM,3081297
G19382GM,156619266
G19383IB,91851631
G19385VB,53439319
G19387QD,91849886
G19405OH,91855166
G19429IT,91860840
G19430NR,71297822
G19433ZL,14497255
G19444JC,91845657
G19444UD,168360299
G19447ZX,71297566
G19452CJ,91858647
G19453SD,156618688
G19461LZ,77920925
G19469VZ,146017096
G19471FE,91857759
G19483RZ,91855335
G19499ZH,91848579
G19501PV,56836682
G19503WF,91856540
G19506NG,91857186
G19511ID,91858911
G19520XO,91859346
G19521BS,91845052
G19524AS,5289010
G19525AM,146017607
G19529BG,11027987
G19532EC,91850399
G19534EE,91851303
G19537TS,91851344
G19541IU,71298016
G19543NY,156618359
G19547OX,11968999
G19553VJ,146017983
G19555CW,91846853
G19558OR,21607000
G19562CL,91856469
G19577LJ,441477
G19592AH,146017862
G19606QV,70788957
G19615BB,91851064
G19618VN,156617462
G19619KS,91856705
G19620VP,91861349
G19625CF,146016769
G19629QE,91855304
G19636RY,91848437
G19668TL,156618368
G19675BE,91861742
G19677EK,91848536
G19677OB,91846562
G19687OL,91851111
G19697JA,156614537
G19726AG,91849132
G19738FR,156618508
G19747OA,71297767
G19749DC,91861758
G19750UU,91845743
G19751QT,91847646
G19761TL,91858503
G19763QB,91860433
G19776GU,91850525
G19784PB,156614854
G19790PJ,91861638
G19798WM,91860923
G19798XY,156618124
G19799EC,91845664
G19804SF,146015910
G19822MG,91846373
G19831RW,91856336
G19843TY,156618976
G19854PG,156614781
G19854WU,146016696
G19854XH,91861993
G19857HY,91845775
G19868AX,156615090
G19870TQ,91849849
G19872OS,3411618
G19885CO,156617784
G19886LH,91851142
G19889PB,168360408
G19889ZI,91854476
G19894RH,91861639
G19904TA,156616955
G19906BM,91856210
G19906TL,91846662
G19906WD,171122842
G19909ND,140517344
G19915DR,91859699
G19926LY,91849719
G19934OP,168360418
G19943KG,91855349
G19949UL,91856750
G19950BP,91861205
G19957JG,168360423
G19957ZD,171122844
G19958IL,91849234
G19962EA,156614968
G19968XU,146016959
G19979XJ,25202965
G19981OM,91851715
G20005ZW,78421838
G20009FG,91850377
G20018DL,156614419
G20021PB,91855826
G20030CU,91848126
G20034RK,71297924
G20038KA,91860013
G20043ZO,156618783
G20044TD,56836177
G20059NZ,146017614
G20061RO,71298120
G20064NM,91853158
G20079RG,71297587
G20096RP,91856491
G20112RE,91859365
G20124XB,10327083
G20140JS,91852697
G20145CJ,11979164
G20158CE,91857556
G20164HH,156616070
G20164PT,91847147
G20167OW,156617472
G20168MP,91848428
G20170YB,91854302
G20172ET,91858099
G20173ZW,71297644
G20174ZL,71297778
G20176YB,71298122
G20180GO,91861998
G20191HY,146016369
G20210OT,91858491
G20212GT,91846181
G20222KH,71298305
G20228HQ,70678540
G20246IY,91846597
G20248TO,146017926
G20262BO,91850630
G20264YL,91849969
G20265RJ,91861058
G20266PH,156614709
G20284VH,71297709
G20290UI,91849445
G20291UE,3032806
G20308RQ,171122869
G20310DM,156619226
G20319SQ,101390195
G20356CV,70171623
G20358QB,854
G20359JA,171122872
G20371UX,171122873
G20397IQ,91862363
G20404GK,91857454
G20410RW,156618909
G20420WT,5319249
G20421JX,91861031
G20426LM,91856285
G20435PF,171122880
G20437OJ,91847418
G20438JB,146017368
G20440GC,91847041
G20449BJ,156618418
G20453WS,91857968
G20463HA,91859564
G20474GU,168360506
G20475UC,91857269
G20482JP,146015874
G20487QO,156614845
G20508DJ,71297276
G20512LK,146015724
G20546OR,91854349
G20551LK,156615005
G20561FE,91856284
G20565EE,146016466
G20566UO,91854951
G20568DZ,168360518
G20578GS,91856943
G20598MJ,91847354
G20621ZX,91848558
G20624LQ,44263861
G20631NH,156618126
G20636FS,91845917
G20640NX,156618669
G20642SL,91861563
G20659ZK,91861950
G20662UG,91847411
G20671VB,134160304
G20704OX,91857713
G20711NK,91848412
G20713UI,146017361
G20720CG,156614755
G20736WW,101258507
G20744UW,70678947
G20745AF,146016359
G20747JX,91848864
G20749KW,146017757
G20752RM,156617427
G20757EV,91855119
G20758LC,71298054
G20762SS,21606997
G20768EV,91852974
G20787KF,168360566
G20789WJ,24744754
G20793PE,92132351
G20815TK,91858489
G20818VS,70680270
G20828MB,91854047
G20857JS,91855694
G20862VU,91858154
G20866ZQ,91845826
G20873FQ,156614953
G20873FZ,71297365
G20877ZV,91853965
G20878US,91860548
G20879UO,91861480
G20880AT,101930379
G20884IJ,91855799
G20885BK,91860949
G20887HP,91846719
G20924UR,91854007
G20926BB,91845386
G20929TQ,156617629
G20932LC,91858111
G20934UH,993
G20942TC,156614774
G20946SK,91855734
G20953SW,91854270
G20956ZK,91861654
G20957WZ,46173743
G20959TH,10558215
G20959ZC,91854390
G20965WY,91858067
G20966IA,146015561
G20966TZ,91846304
G20983SP,91850517
G20993TP,71298242
G21005TQ,71297520
G21028JD,91861504
G21050RT,91861805
G21066IE,50992086
G21079PB,156615892
G21097FW,91857854
G21100JS,156614674
G21108AJ,91855203
G21109IJ,11141474
G21109OS,91860914
G21110GE,91862646
G21113AK,91856685
G21146IK,156618446
G21147BK,71298506
G21167TN,71298037
G21168XK,91861427
G21174KE,91847194
G21217FZ,91860382
G21219OJ,71297879
G21222IU,171122918
G21222YH,119058134
G21246OH,91855046
G21246WW,91857869
G21251LN,91852698
G21261DU,91845319
G21263MC,91859589
G21269SH,10874809
G21272DZ,91850610
G21290RB,12775252
G21293AK,91852256
G21295FZ,156615038
G21297DP,91848137
G21302DD,91855786
G21311PN,91828221
G21311YA,91854347
G21312EA,91850575
G21319HP,91846525
G21326MT,91846284
G21340QR,168360680
G21342EB,91852712
G21354HK,91825693
G21359NQ,91861259
G21362JU,91854758
G21377WO,168360686
G21380FF,91846344
G21381MC,91856875
G21383AF,156617611
G21385AQ,91846179
G21401UQ,91861386
G21404QI,91851181
G21405CV,91852133
G21411AR,156614904
G21412CQ,91860827
G21421NG,91856682
G21424PM,91862179
G21427VY,91854747
G21438WG,91858998
G21446XC,56836530
G21451CA,156614455
G21454AE,71297864
G21454XY,91861947
G21459ST,91861069
G21469TE,5288905
G21470TX,91860947
G21477HL,91855240
G21485BC,91854846
G21495MJ,91855584
G21498SM,91853359
G21499IF,49852400
G21506SF,71298065
G21507RO,91854003
G21513QX,91862148
G21517TT,137322222
G21520FZ,70674376
G21521KS,91847477
G21535VG,1529
G21541CK,91849543
G21545ZW,20111697
G21561XX,71297258
G21563EL,102518900
G21570BS,91853705
G21586NB,91856071
G21587JI,91855124
G21591FY,156616113
G21603UJ,168360735
G21617JG,146016474
G21620YQ,91857900
G21627CA,71297477
G21631MS,91861119
G21647CX,91853118
G21652BV,91849859
G21672LC,146015983
G21672MV,91853059
G21675ZL,168360751
G21679ID,146015444
G21686UF,91858076
G21696DT,146015743
G21705OS,91851514
G21705YX,155903257
G21727XX,53239713
G21729HC,91851585
G21737WY,146015422
G21755KD,91860605
G21756MV,91849201
G21767ND,71297909
G21780FU,91846542
G21788RU,156616065
G21794ZV,171933382
G21796XV,91861548
G21802LM,156616000
G21807KQ,71298345
G21808VY,70678911
G21811RO,54383337
G21814SJ,91851078
G21816FF,91856777
G21819WX,156617774
G21827YQ,91848526
G21828OD,168360783
G21828TB,156615146
G21845NG,91850442
G21856LC,10169040
G21877OB,91849437
G21892YW,91862476
G21898KP,156618872
G21905ZO,71298421
G21916IS,91856730
G21925JZ,156617496
G21927IY,71297596
G21929KG,91851869
G21929YV,156615072
G21931BX,156616206
G21935BR,101754096
G21938SG,91862736
G21939WK,91849475
G21942OP,91847860
G21969LH,91847086
G21969UD,71297939
G21974TQ,146672284
G21978PS,91860654
G21986FE,11446242
G21989SY,156616265
G21992JJ,44136301
G22009DO,146016100
G22012EW,71298108
G22018CH,168360824
G22026YZ,91857910
G22031CK,146016902
G22043HZ,91860888
G22043WL,156618447
G22046GD,53356679
G22062BS,91857338
G22063DR,146015818
G22070LE,91861601
G22075QU,168360836
G22098NU,91854536
G22100VJ,91854278
G22107KA,156614754
G22117HL,91862228
G22117NA,91845134
G22117YV,91862218
G22122FL,71297309
G22134AH,91848777
G22137KZ,91850776
G22144XK,171933385
G22146HW,71297475
G22152RD,91852223
G22154SJ,156618481
G22156TN,91851599
G22166FJ,91860212
G22166IA,91852678
G22171KQ,146016352
G22174MI,171122965
G22185MF,70680342
G22188XM,91853769
G22195XQ,156615206
G22205HM,168360863
G22215XV,91862761
G22217FP,146016579
G22222BH,146016984
G22224NX,91845598
G22230QR,91846920
G22233KL,91859380
G22237ZE,91852877
G22246QW,91860704
G22270QF,91851006
G22277CS,10418489
G22311MI,91859011
G22316RA,51351768
G22322NG,91859519
G22327VZ,71297375
G22329KG,18635134
G22343QB,168360889
G22348YF,78052765
G22353JW,21607004
G22354SF,146017755
G22361XJ,146015779
G22385OT,91859833
G22387ST,91861912
G22388FD,146016949
G22401VP,168360905
G22402PS,91860545
G22406UE,91858351
G22410UW,171933386
G22418JJ,156617197
G22418PV,91825708
G22437MC,71297734
G22447QF,171122981
G22452NY,91860165
G22469MG,168360919
G22477EB,71297991
G22487KJ,146017453
G22490RY,74539963
G22493WB,91857610
G22498IQ,91849989
G22516UQ,146016717
G22525ER,171122988
G22533OA,171933389
G22533WA,168360935
G22536LR,91853665
G22546XD,91852234
G22550VJ,91858448
G22558JP,91858323
G22562AT,168360943
G22572ZU,69020229
G22573RC,91857251
G22587DK,71297554
G22609VV,91848850
G22623VD,91857527
G22624XF,117846460
G22625MF,155886948
G22626SX,91850846
G22629JM,91857459
G22631IE,91860141
G22639EF,91852227
G22665UT,91854905
G22670XR,91862119
G22678XU,146017228
G22686TA,91856919
G22689CV,91854048
G22708NH,146016434
G22713QT,91855232
G22728HO,91846184
G22732WO,91856002
G22733YM,146016269
G22745SA,91857434
G22754FQ,91854179
G22754NV,91862610
G22768VO,5288921
G22787UZ,156616061
G22787WJ,71298149
G22793FR,156618302
G22795QB,146016934
G22805IF,91861935
G22805SP,101111152
G22815DC,71298304
G22838SQ,91855692
G22838TU,132511915
G22851QT,91852180
G22852AR,146016988
G22865RK,91847826
G22876QG,91857279
G22898PA,91849337
G22945AN,146017139
G22946YB,91853401
G22949KX,91859984
G22950YW,10347393
G22951YT,49864584
G22953CD,91854102
G22970UG,71298504
G22976NF,91850284
G23000DQ,91850026
G23006CO,91856505
G23007UT,91853724
G23018CO,91857008
G23021IW,146016272
G23034ZK,5288277
G23041XK,91860035
G23046QV,49867276
G23048PE,156619231
G23052GU,156614989
G23057TQ,168361050
G23060KN,156614609
G23066SI,91847647
G23068ZB,156618401
G23094JF,91862685
G23099FR,91855839
G23114RX,168361063
G23117SI,10192433
G23119MJ,91856960
G23124TV,91846030
G23126IF,91862132
G23140KG,91847993
G23142YD,91850863
G23144MK,156617177
G23149XD,91857391
G23151RC,168361070
G23154TX,71297263
G23166NU,91859235
G23182IR,91848668
G23200LD,168361082
G23207RD,91850682
G23210FC,156614321
G23211XT,91850094
G23214KL,91850068
G23219MR,50992277
G23222GW,156617435
G23232XI,91855524
G23239HX,171123034
G23251MK,91854654
G23261ZT,91851400
G23262BU,146017243
G23262LC,91858189
G23285KY,91851543
G23290TL,156617779
G23295TF,91854222
G23296IL,71297847
G23314QX,91861655
G23320JT,91860117
G23322RK,91852620
G23324HP,91848502
G23333KI,71297269
G23340ZN,146015817
G23342BO,71297302
G23345GE,146017604
G23347CS,91849670
G23348CE,91845797
G23355WV,168361109
G23377WN,156617506
G23378JF,91862277
G23386LT,156618492
G23395CJ,168361121
G23411SO,10328489
G23414VB,91848022
G23416CI,91861346
G23416VJ,91850957
G23419AQ,91858440
G23419VW,91847934
G23425OX,91849115
G23438NR,91857150
G23447MZ,91855699
G23450YU,91862872
G23458QH,156614529
G23463KX,71298500
G23467VT,67375559
G23473UO,91859679
G23477MH,168361143
G23484GM,91862844
G23487NW,11658901
G23491CM,146015744
G23494UZ,146016580
G23502AY,71298460
G23503WH,146017823
G23511JD,91846080
G23539GZ,91848035
G23546LY,91848402
G23553FE,91860927
G23560WQ,91854500
G23572BH,91858953
G23577TY,91847754
G23579PC,146016643
G23580VC,91853781
G23581GL,146015390
G23597DX,102073805
G23598DU,91854340
G23601EL,156615103
G23616ZX,91851241
G23622SL,156618516
G23626NI,91846863
G23645NH,91855646
G23647WB,91856602
G23652VU,71298060
G23654OQ,71298103
G23667XV,91853918
G23681NU,91856022
G23691VD,90475786
G23711JB,156618653
G23718VU,91847713
G23722TU,91857389
G23726CO,91853066
G23739FM,146016416
G23747ZO,91848832
G23755RZ,146017491
G23764HO,156614623
G23765TI,91850722
G23768QN,98117297
G23769RG,91848004
G23770JR,91857734
G23778GQ,91853244
G23782GU,91862014
G23782KP,91847795
G23795SX,91856867
G23799GS,91850443
G23805AC,71297921
G23805QD,156614517
G23811OL,171123062
G23817OE,91855604
G23824AT,146015694
G23824XF,71297500
G23828LE,140843997
G23841ON,142717175
G23849BG,171933392
G23866JN,53710880
G23870PO,91849558
G23874BJ,3292082
G23887LS,11019448
G23890DC,97406013
G23897ET,71297785
G23901NY,146017732
G23905VO,91858336
G23909UE,54405360
G23909XW,91845057
G23914JN,91854018
G23925XC,91846858
G23934WD,91858745
G23935WM,91854016
G23936EH,168361214
G23936WL,146016178
G23946TS,156614476
G23980IF,168
G23997SS,91862813
G24010VW,91845031
G24030QV,91847923
G24034CH,91859343
G24039DN,71554735
G24043SH,91858540
G24065VZ,87056869
G24065XI,91858068
G24067PC,91849654
G24070RM,91857555
G24083XE,168361245
G24095BS,70678912
G24096IK,156616501
G24106LF,146017306
G24111IY,91847731
G24112WF,50909841
G24122ZI,91845441
G24125FE,71297974
G24137GH,91855378
G24142JB,156613026
G24144GF,156615781
G24146KP,91855994
G24151NT,91847867
G24155DW,91850826
G24163SS,168361259
G24183XZ,156617702
G24199JF,91851151
G24199RH,91853971
G24205BA,101156643
G24218RK,168361268
G24218XI,171123085
G24229GD,91851442
G24237XB,14647834
G24249UG,91853121
G24256XU,91853690
G24259NZ,91855466
G24270KX,10187270
G24274RK,146016651
G24283IO,91847607
G24284HU,91860522
G24285GM,91852090
G24292VT,91860110
G24293BT,146016715
G24296ZX,171123093
G24312RF,156615901
G24324FL,91853032
G24325KO,146016572
G24326HG,146016425
G24327OK,91860217
G24336IA,71297844
G24346JZ,91857664
G24355OK,91860104
G24359EO,91858094
G24363HJ,91853596
G24364HL,91860624
G24365VU,91851146
G24366RG,146017273
G24371AE,168361297
G24371IA,146017626
G24373DO,91859260
G24375OF,168361298
G24381FI,493591
G24384AP,91855041
G24399RI,91845658
G24402OX,146016104
G24413UY,91854376
G24417RN,91854435
G24418EH,91857187
G24420RT,91847648
G24432YB,52939789
G24435DN,91851686
G24436CD,91855303
G24439QR,44610783
G24464VD,71297235
G24465EF,91850111
G24495VV,91856707
G24499XE,53477650
G24504JY,91854049
G24508MA,156616100
G24516WB,146016372
G24517QL,91851036
G24525ZJ,146017313
G24529NQ,71297236
G24531RO,168361329
G24546AY,156617608
G24547WU,91847997
G24552KE,91857235
G24553WE,91857020
G24568RE,91852854
G24585JV,71297549
G24593RG,91859795
G24596ML,91849420
G24599MW,71297618
G24604HV,10464278
G24606EO,11088249
G24614TR,91851821
G24620AI,91850660
G24621KS,91845898
G24631FW,168361350
G24635ZS,91853993
G24638PB,146015764
G24650WZ,146016519
G24657IT,156614838
G24658ID,91848322
G24668UI,71297535
G24673RP,91860842
G24674CB,91850403
G24700EX,168361366
G24705DL,71297831
G24720OO,91852439
G24739SA,91848145
G24739VM,168361374
G24748QU,91861962
G24752UA,91855054
G24754HF,168361377
G24757TB,155802522
G24758NZ,91859640
G24766QM,71297820
G24767EG,156614435
G24768CX,91846044
G24769QK,91847888
G24771HE,91856135
G24790LX,91850999
G24791UN,91860418
G24797UH,91853597
G24798BT,91845276
G24812WY,91854745
G24816DA,91845245
G24823TT,168361391
G24830GX,168361393
G24830VD,91858683
G24833OQ,91846218
G24841EW,91861986
G24841NJ,168361395
G24856YP,146015807
G24862OS,91847899
G24875YE,91854172
G24882EK,71298209
G24888ZY,91851897
G24920KE,91852622
G24921TW,168361411
G24936MG,91861369
G24946XU,146016166
G24951IK,171123133
G24959TI,102264251
G24970IL,146017363
G24978QU,91853646
G24984RR,146016721
G24987DS,91854103
G24988NF,156619265
G24994OK,91859155
G25008WY,91856574
G25009PP,71297289
G25014II,163009108
G25019NQ,171123139
G25038BF,168361447
G25038UO,91860544
G25044JE,156614725
G25052RV,91860163
G25061TS,91845645
G25067BP,156614418
G25084TN,91846453
G25087CA,3458144
G25096GQ,71298007
G25097RR,91853552
G25127JU,146015810
G25129BT,91855781
G25132GJ,91854512
G25132UO,76900223
G25140TA,91846950
G25141CV,14647423
G25144YW,74539961
G25146DY,71298497
G25155KV,91858279
G25155OG,68794529
G25162JS,91858371
G25173WC,156618863
G25178FO,91853612
G25179PZ,168361483
G25200CR,91846660
G25203BW,168361491
G25207ZU,91848730
G25213RP,156619271
G25216QA,146017486
G25220VV,168361498
G25224QY,91861294
G25233TU,156614376
G25239DN,91852794
G25267WV,91846332
G25268QT,91862410
G25278HN,4620236
G25280VW,71297990
G25285RC,91861371
G25319CA,91855148
G25322NY,146017933
G25323VU,91849932
G25325YE,71297301
G25326BM,91856587
G25328BM,91855459
G25340RJ,146015988
G25340ZY,91862495
G25350TT,91847165
G25355GN,91858601
G25382JX,91856925
G25392ZR,91852997
G25406HP,91846513
G25407RZ,70678810
G25409XH,146015578
G25416CE,146017123
G25421NH,71298130
G25426CZ,146016211
G25429RR,91859322
G25435RM,24744752
G25449MM,154452066
G25457IZ,91854254
G25457JE,91860834
G25459WN,91846504
G25460BQ,71297865
G25463XU,91852426
G25467IF,156615911
G25471IM,91854479
G25471TG,91860536
G25471TR,156617264
G25473LQ,168361544
G25495SR,91856645
G25497SH,146016779
G25498HI,91862057
G25505UF,91861796
G25520XG,91861029
G25529RM,91853126
G25538MM,91857406
G25559RS,91856865
G25566KR,91853935
G25571LJ,71298216
G25577BM,91854388
G25579DQ,171933395
G25582HX,91851487
G25601LF,156616072
G25604VV,156614374
G25612EW,156619214
G25612NR,156614688
G25614IV,146016407
G25615CH,70678640
G25615DN,91844968
G25632TA,71297696
G25640AW,91847516
G25651TK,52921604
G25654KH,91856554
G25673GQ,168361573
G25674WK,91854598
G25675RF,10951242
G25677NN,49822388
G25701GQ,5084628
G25702YU,154700456
G25705WX,91862389
G25708EF,23585885
G25720PN,11134932
G25722YM,77908772
G25726HS,91854259
G25731WL,91853566
G25744PP,146015941
G25757VW,91860245
G25757VY,91851769
G25764DO,91858277
G25776XU,91849238
G25778VW,146016822
G25780HH,156614470
G25780XC,91850460
G25785LX,168361605
G25787HL,71297484
G25796EC,91852630
G25799AL,91861234
G25816KQ,91850944
G25833JG,91860979
G25835MT,91846137
G25835YC,71298290
G25845BH,146017774
G25845NS,100961562
G25846VM,71609365
G25853OY,71297893
G25865TC,146016415
G25869EQ,91856815
G25869ML,91854493
G25873ET,91847556
G25886YT,91858632
G25890BU,91852362
G25891YZ,91859928
G25894QG,91851437
G25896HD,97050064
G25900SO,91846260
G25900WY,91855777
G25902AL,71297875
G25906JM,171123182
G25909KU,168361639
G25926OL,156614416
G25934VE,156614937
G25937FN,71298224
G25938VQ,91850500
G25944NG,91847245
G25953KD,91859289
G25955GM,168361654
G25955UH,91845966
G25956TV,14647408
G25956VZ,156617791
G25958ES,91847802
G25984CA,91853598
G25984EB,91859527
G26014QP,91850512
G26016BX,168361673
G26018HD,91853381
G26021BY,71298154
G26032DN,156618394
G26036PN,91845845
G26039ES,157355
G26047BG,91859676
G26068PU,91855768
G26069FK,91846213
G26070CR,168361687
G26072HQ,91854756
G26080SE,146016283
G26097PL,91858350
G26099QK,91859378
G26099QT,71298142
G26121MN,91855457
G26123AX,11051152
G26143BN,171123197
G26148PQ,91849852
G26150FI,91848639
G26156WV,91847771
G26160AS,91861773
G26166QH,70678972
G26174DM,91851515
G26176JA,91862788
G26177RQ,146015837
G26179TW,71297683
G26182BM,91845868
G26185YJ,91856146
G26187KC,168361709
G26199BG,146017310
G26203DP,91855368
G26206DX,91848713
G26206FJ,91853502
G26215AL,91854199
G26227AL,168361717
G26229QI,146016520
G26238GL,91860873
G26264SQ,91850187
G26269WV,91849209
G26274XD,156615160
G26295XE,45480564
G26298YO,91847631
G26299SM,156618336
G26320VF,5287808
G26320VO,146017763
G26325AQ,171123206
G26325MG,146017917
G26326KX,91852522
G26340RK,91846847
G26344OO,91856269
G26358SO,91852157
G26364SD,156617571
G26375KY,156615523
G26383IS,154747033
G26383OK,91853836
G26391HA,91853524
G26394UA,71297809
G26404WD,168361744
G26441FH,71298461
G26443EH,91858342
G26452XA,91855999
G26453HS,91860705
G26459QM,91861823
G26471XA,146015879
G26472EX,91853160
G26473JD,91862643
G26474XX,146016574
G26493OD,91855563
G26497EU,91854581
G26508HK,91853455
G26519FA,91860230
G26520XX,146017164
G26527XD,91855802
G26529EC,168361769
G26537DD,91859362
G26551VB,91861734
G26555CS,70678723
G26570RB,91857879
G26570SL,4103525
G26580QL,168361782
G26596ON,91846564
G26602MZ,91853278
G26609JO,156617728
G26640MK,91853184
G26640RK,156617003
G26644CA,91861930
G26651YZ,91852925
G26653MA,91854501
G26657EE,14131347
G26658RH,102256251
G26662SM,21043534
G26664GH,91859835
G26678XQ,91858643
G26690QG,146017262
