glytoucan_ac,pubchem_cid
G79520GQ,71297664
G79523YN,156614696
G79527AC,156615548
G79535HZ,50909845
G79536OW,21670523
G79537QV,91850348
G79538ZU,168372422
G79541AM,156615600
G79556AB,91853498
G79562DV,16401316
G79565XA,146016279
G79566BO,91857778
G79568AY,168372425
G79573BU,91860883
G79578JB,91856317
G79588PU,156619092
G79589KU,91852984
G79600DE,146016300
G79605VZ,91862050
G79613WL,156618349
G79617NL,156614956
G79634CE,91856631
G79638YU,91860606
G79643HZ,91856205
G79643VQ,71297451
G79646HD,91850545
G79662AK,91858013
G79667RH,171125989
G79678OZ,91853796
G79691MO,91851833
G79694JG,122706203
G79702QE,91858108
G79713BZ,91847137
G79717OY,156614483
G79725UK,102594812
G79726HB,91846661
G79729FH,91857232
G79776GW,91853334
G79781PS,71297537
G79790LK,156614462
G79791MJ,13783671
G79798AT,91851703
G79803HS,91857990
G79804QG,91847435
G79809MM,91858922
G79810PX,71297787
G79810UY,168372474
G79812HO,91854608
G79813BK,91850795
G79815MA,91857472
G79855KD,91848352
G79865AB,168372485
G79869GI,91862171
G79874WM,91848419
G79878OX,91846483
G79896GR,91853203
G79896YM,91846427
G79904RJ,46190835
G79915IB,71298330
G79916NT,71297948
G79920MY,91846604
G79924QN,91849740
G79924RM,49864523
G79930NT,13886040
G79950YS,91848356
G79954CG,91859632
G79958YT,91854992
G79968EZ,146017230
G79982EE,91852829
G79982KZ,78052633
G79985AQ,91862123
G79989ST,91855501
G79990EW,101167148
G79996DQ,91852538
G80016QG,91854412
G80022XC,146015521
G80047AR,91858812
G80056SU,13915949
G80061MS,168372522
G80062GG,91825690
G80068SW,91858838
G80082VH,91852580
G80085KS,91853484
G80098ET,91855045
G80102MT,146015812
G80126GC,197508
G80130IB,91850247
G80141XN,53239706
G80147HT,71298220
G80147LG,91860667
G80153HF,91849692
G80158SV,102145404
G80161SF,91856688
G80162ZS,91862385
G80163ME,91848187
G80176YK,71298288
G80180SI,91859387
G80193TN,91850303
G80200DN,91850530
G80202YF,91852491
G80215FR,91850126
G80218VL,91857519
G80228HI,157049274
G80243CR,91848926
G80251BC,102386804
G80251DR,91859912
G80264ZA,91851001
G80268ZC,91851552
G80281PU,146015884
G80291PD,91850698
G80294GH,91862946
G80294IT,91855448
G80296WD,91860116
G80298HR,91856187
G80302UK,168372579
G80308BA,91847299
G80310IL,16212424
G80319WU,146017898
G80346ZU,91847474
G80352NL,156616952
G80355WT,146017255
G80366RR,146017178
G80384UV,439213
G80393PG,91861646
G80393RT,102372218
G80396RU,4218710
G80398JV,91851581
G80405QF,156618504
G80415EJ,91851466
G80428YE,168372603
G80439QE,91858846
G80443OV,146017687
G80459PR,91848442
G80474MG,91849767
G80479HQ,91853392
G80481MH,91858867
G80483PX,91860825
G80494PJ,25062238
G80495XF,91860376
G80498RN,71297384
G80510YA,71297997
G80513FH,71297386
G80517FW,100999329
G80523HD,91854863
G80524SB,156614977
G80530IL,91848501
G80537QG,168372619
G80537QW,91855309
G80538VG,146016886
G80544IB,91858452
G80547US,91849885
G80554WA,91855854
G80566CZ,91858442
G80577OW,91852516
G80578OK,146017828
G80583XN,91853092
G80587NA,53239753
G80587PF,91853990
G80589WZ,45480593
G80600IS,91847157
G80602PN,168372631
G80612BO,91847528
G80619ER,91845747
G80630NF,171126043
G80637VS,71297674
G80643JD,156614377
G80646QR,91851248
G80647PR,156617568
G80650PW,91847975
G80652ZF,91857490
G80654ZK,71298013
G80661IW,156614980
G80662SX,9852757
G80667HT,146017068
G80673RX,91845106
G80674SM,168372649
G80685LJ,91858173
G80699WY,50909826
G80717KS,91857510
G80719YH,91862065
G80722US,70698321
G80728XN,168372661
G80738BU,91857281
G80738II,91849964
G80756MK,91859242
G80764ZU,76817349
G80784ZM,91851231
G80795MA,10169879
G80796HL,91849833
G80812QO,91855874
G80812WN,5287805
G80829RZ,91853228
G80848DN,91850524
G80858MF,70680319
G80861DM,156619249
G80869DX,91847718
G80879RF,91846496
G80903UK,146015552
G80908GL,91856276
G80923TV,91859086
G80926OA,44263859
G80933MT,156617638
G80943NY,91861866
G80945SX,86289925
G80946QO,156619311
G80951VR,91861224
G80952QT,71298000
G80960YD,146016005
G80961ME,91847775
G80962OX,156615071
G80966KZ,70698383
G80992WV,91849462
G81009UW,91861100
G81013EK,71297492
G81013HU,146016270
G81016SV,91851236
G81023KT,91846989
G81041HS,91859668
G81064JH,10031419
G81070EF,168372733
G81075SJ,91852324
G81085EP,91826578
G81086UC,146016491
G81090GI,91860321
G81096BD,25144837
G81096RM,91851418
G81099CA,156617627
G81100SW,156615981
G81114MS,91852017
G81121OC,71297798
G81126OG,168372749
G81128IY,91860896
G81149TB,14647419
G81153OO,91848742
G81153QC,71297612
G81164ED,91846368
G81167HN,91861128
G81173KG,156616448
G81188FE,91847160
G81190VX,91860784
G81194MD,71297391
G81201TR,156614640
G81206JQ,91852530
G81214EK,91856719
G81215MU,14647838
G81216DQ,91855817
G81221QB,91850725
G81225OR,146015649
G81229DT,86291120
G81237TH,90474017
G81245YS,91849906
G81252MZ,71297260
G81262CB,10930193
G81272FZ,146015831
G81275AN,91862436
G81294ZY,91846904
G81295TF,156617764
G81315DD,91853713
G81326IN,91860943
G81327FL,168372787
G81328BD,91845861
G81328FA,91858220
G81333SO,71297969
G81337OK,91845275
G81345OW,5288360
G81356NS,91854232
G81358TE,71297463
G81371UR,91862722
G81378YR,91856720
G81380NE,91860514
G81389EF,156614697
G81392TU,156614383
G81397LO,91856761
G81401HI,156615100
G81408RV,91847621
G81422ZI,91860055
G81425JB,78178691
G81430ON,91846251
G81436EU,91856740
G81439BR,71298426
G81439OZ,21121510
G81441QW,91373259
G81466NG,71298102
G81471KU,91855238
G81473LO,91859956
G81489EN,91846240
G81492DM,14393002
G81499XS,91851544
G81502SE,91860527
G81505ER,71298031
G81516LH,91850572
G81527RS,146015425
G81528UX,91846764
G81531MO,102264253
G81533KY,439197
G81534KB,91856904
G81536GE,156614567
G81541IU,91860112
G81561UL,91847738
G81574IL,156618423
G81575FZ,91852081
G81578NL,156617750
G81596CU,52921575
G81601EB,91857755
G81607MC,156614763
G81621ZO,91861514
G81623GR,91858716
G81628RV,91849157
G81632VJ,91845913
G81646KF,91856808
G81649FJ,156616164
G81652FN,14033739
G81675CF,91851240
G81680BU,71298505
G81694ON,91845644
G81697WS,70678868
G81725PI,91862563
G81738MQ,91855500
G81740BZ,70678626
G81748GB,91857856
G81761OR,156614208
G81787XH,146016063
G81788HU,90475600
G81793BO,91847218
G81797TX,91849200
G81799DL,11296805
G81800LK,3710145
G81825YE,156618299
G81832CY,146016667
G81852HN,168372884
G81853KM,91849122
G81866HW,146017964
G81873QA,91848845
G81874LD,91847887
G81879LT,91854730
G81881OF,86291169
G81908DG,91845750
G81912AC,91854370
G81915YU,91845702
G81923ER,91861509
G81928IQ,12002504
G81933FO,91853540
G81952MV,156619308
G81960EK,91850898
G81964PR,117846599
G81971FM,10985677
G81980VO,91854972
G81982NW,91851371
G81983KG,91859783
G82011YF,146016943
G82018TQ,91846982
G82026ML,10102976
G82033VN,91862434
G82036CW,91858636
G82038RE,71298020
G82050GW,70119455
G82050MN,91856951
G82051XL,91853105
G82054AK,71298391
G82075JD,91855542
G82081LV,91860785
G82083MV,101713949
G82092PV,146016591
G82096UQ,168372939
G82106UN,91846780
G82126PQ,91858218
G82127HP,156618983
G82130LG,156614649
G82140BL,146015968
G82142DS,91849416
G82151AD,91844978
G82152YZ,146016343
G82153MA,56636821
G82155DA,91847900
G82161GG,118356543
G82168GG,91847640
G82169SQ,91847659
G82175BQ,156617485
G82181OB,21868678
G82188BV,10080280
G82190PW,171126119
G82195FD,91848727
G82202JN,91847622
G82207VX,71297292
G82209TY,91848242
G82211MN,168372970
G82211NA,91852891
G82221BU,91857028
G82227EQ,156614750
G82234NO,91857528
G82234ZF,91862253
G82236PZ,191579
G82251ZP,156619215
G82252QI,91850862
G82258GN,91846183
G82261XI,91861699
G82267MT,91858982
G82273LS,91849800
G82285OB,146017092
G82286VD,91857825
G82292TW,91851609
G82297OG,168373001
G82303RP,91862528
G82305SV,91858853
G82306EN,91854205
G82306VJ,91848374
G82311QG,91854525
G82312JY,91850882
G82320NZ,91853855
G82325EP,168373012
G82334OE,91853195
G82348BZ,91846271
G82349NY,53871980
G82350CE,156616208
G82350LU,146017188
G82350PP,146017383
G82358WD,168373018
G82359GB,91860089
G82362HL,91859276
G82363EY,146017136
G82371GR,171933514
G82374OR,168373022
G82385GE,102123833
G82393PY,91853366
G82400TF,13846925
G82405LP,71297418
G82408GZ,67841895
G82410AF,146015555
G82420SH,91849451
G82440PA,91845477
G82455MC,53239716
G82455WQ,53710881
G82487CR,91847235
G82495EB,22882169
G82512PT,91852326
G82526KT,91855678
G82528MC,91845171
G82529OA,91851923
G82537KA,10145029
G82540VC,156615017
G82551JV,168373059
G82572FN,91858695
G82576YO,17106
G82579AX,156618862
G82591EC,91848692
G82612XX,91858245
G82621TY,146015538
G82625KX,91856825
G82638RK,91852569
G82639DV,91848653
G82639GQ,91856289
G82647MF,168373080
G82664ZC,91853809
G82679XN,11060395
G82680EC,91855385
G82688DU,91845687
G82690UI,91862362
G82695BC,91858562
G82698QQ,146017487
G82699NN,156615074
G82700SN,146017922
G82704VJ,91849073
G82719GT,91850433
G82724NW,91853445
G82725FS,71297334
G82727OW,91861842
G82728DG,156614578
G82730QA,91847016
G82739ZR,10280644
G82746VF,71297253
G82748UB,91854068
G82749VY,156615928
G82756RZ,91855545
G82761BO,91857948
G82773SI,91847052
G82779CI,91850809
G82782NG,101244234
G82782PE,156614856
G82785KW,25066262
G82790IO,146016123
G82793FY,146016311
G82801WV,91847882
G82805YZ,91855476
G82811EP,91858817
G82829MF,91862168
G82831RJ,156617429
G82831RR,91851432
G82841UV,91856297
G82845MH,91862865
G82847HG,91845810
G82853YO,91857422
G82858KU,91859615
G82861UH,91862529
G82862JX,146016314
G82864KM,71297956
G82868SO,91862000
G82869YD,146017937
G82870XI,78053453
G82878IM,168373126
G82881HF,146015864
G82882LR,91856721
G82893ZY,91844943
G82894XQ,88360496
G82894XV,146016399
G82906DM,91850615
G82917RE,156615137
G82917RT,91853081
G82933ZI,168373138
G82942MD,168373139
G82942ZJ,91849802
G82945RR,91850025
G82949OJ,146037057
G82950HY,10121152
G82952OK,91855023
G82955EQ,146015815
G82971GZ,11953811
G82971XF,91855408
G82981QF,91851628
G83001FQ,91846735
G83006TR,146016797
G83007AG,156618583
G83010IY,91862893
G83015GK,146015588
G83036DX,168373154
G83042PP,91846912
G83043MX,91846003
G83056YX,171126167
G83059BZ,91848350
G83068AX,146015438
G83070AF,91851576
G83074ZL,91861776
G83078TI,91860871
G83082ZQ,91862392
G83088MZ,91857455
G83089UA,91859330
G83092KI,5288766
G83099NF,91859797
G83104JJ,91848753
G83106XM,91846697
G83120FP,91852417
G83131MU,91858942
G83140GU,91849831
G83155KW,91860635
G83161QT,91856560
G83165LM,168373178
G83169EB,168373179
G83169UB,91855531
G83173HC,156615060
G83188HN,91845256
G83192EO,71298507
G83205DW,12309232
G83205TN,91849203
G83209GQ,91857806
G83216FM,156618908
G83217RW,171126177
G83218BR,91862895
G83234UJ,12302989
G83236NT,71777431
G83241PZ,71298341
G83244OE,171126179
G83251DV,91855988
G83276OP,156617661
G83284WB,91850970
G83296CO,168373208
G83308JB,12302626
G83312UD,71297771
G83314WY,91849981
G83327ST,91857761
G83333IO,168373215
G83340FH,101547078
G83357AF,156615253
G83362WE,71298091
G83371GE,146016170
G83402YY,91851536
G83404RQ,91861894
G83412LT,91856775
G83416NA,168373232
G83417GO,91860460
G83423JP,91862863
G83425EJ,91858142
G83429VA,156616459
G83432YR,146015986
G83433HW,91856406
G83437IN,168373235
G83455QZ,71298051
G83460EE,71082500
G83473RC,91850201
G83488LL,91852455
G83491LR,91845401
G83498MU,91852109
G83499UD,156614829
G83501DQ,168373248
G83508KY,156614954
G83512RK,91859533
G83513YI,5289367
G83535HI,156618467
G83540EL,5288902
G83540SE,71297898
G83541HL,91854354
G83545TN,92974415
G83547ZS,168373258
G83553MC,91862353
G83557NF,125033103
G83561CI,91847476
G83567OS,91856151
G83570DN,102236147
G83573KB,86289239
G83582BK,91856763
G83600PQ,71297923
G83616CP,91855626
G83619FS,71298455
G83621YS,51351763
G83624XS,91847104
G83628MT,156616923
G83633HB,53356688
G83635VI,91862762
G83638RK,53239707
G83642TW,74981705
G83643ND,146015742
G83644CC,71297483
G83651DO,91861106
G83659OC,91846974
G83662TS,91852161
G83663RK,5288886
G83666FZ,70679212
G83689NL,91861807
G83697JV,91851954
G83697UR,156617778
G83711LU,156614940
G83715HE,12304943
G83717YJ,91848843
G83719CO,91845363
G83719UD,91848234
G83736YU,44610784
G83737UD,71297853
G83738AG,146015434
G83761QN,44630447
G83763EL,91846366
G83779VD,91849841
G83781TR,91850466
G83808HF,91848927
G83811WD,168373310
G83829JQ,91846298
G83829LQ,91846258
G83830MF,168373315
G83843GL,91854670
G83856CS,102006334
G83864PP,91857348
G83878UZ,91856019
G83895FM,91853065
G83916BT,91849470
G83916HL,50909810
G83919DT,91850379
G83920CD,157049277
G83926LZ,102042777
G83926PC,91855661
G83937KQ,91846567
G83939SJ,5116707
G83945MQ,91848085
G83948CA,71297495
G83950JR,91860975
G83957LU,91854921
G83958MI,71297988
G83969IF,156616163
G83992YN,156614422
G83998HE,146016670
G84003DT,101081626
G84014PI,168373357
G84020NP,91850853
G84031ZX,91855134
G84033EZ,91845862
G84034JH,56836390
G84052CD,91860001
G84053BQ,91860786
G84064AY,91851853
G84083SA,91855770
G84088FO,91848247
G84088JO,171126219
G84090AI,146017004
G84108IZ,91857419
G84112CC,124523521
G84119DY,156617156
G84124OD,14819049
G84147VQ,146017923
G84153KU,91855892
G84163ZT,91852142
G84167AV,91844986
G84168AG,146015585
G84170WO,91856303
G84173YM,91855441
G84174KV,146016077
G84186YN,91850156
G84194VV,168373396
G84195XF,156618520
G84219QP,91847598
G84224TW,6134
G84226WE,156614996
G84228AV,91850142
G84228OY,91859617
G84252SD,91850990
G84260SO,91845507
G84263XI,91845478
G84264KQ,91859724
G84264WM,91847352
G84275GF,91851774
G84281ML,121225524
G84285WO,91848327
G84287MH,71297583
G84301XG,91848943
G84316BO,91855955
G84325BE,91858372
G84329MX,71297584
G84330VA,146016120
G84332IW,90834227
G84344JR,101359398
G84347HP,156614595
G84350SH,71297319
G84363RQ,91846552
G84366AE,156617835
G84368MT,91847448
G84376FR,91858492
G84376KZ,156617581
G84381XE,91847346
G84386LM,168373442
G84390MS,91855924
G84396LL,91851756
G84406HO,56836244
G84410MY,156618867
G84428BJ,91854282
G84429GD,146017060
G84430BE,91858738
G84439WZ,91851372
G84439ZI,156616484
G84440YT,91859166
G84445MH,156615891
G84448IT,91853389
G84450IG,102025584
G84451SS,70678883
G84456HG,91860446
G84461UO,146016154
G84467IZ,70788979
G84496DH,171126245
G84501YL,91853150
G84513VG,91861902
G84515GE,156617830
G84517LG,171126249
G84519UZ,168373480
G84523VQ,156615066
G84526ST,156617746
G84536BM,91857234
G84542XB,91847994
G84547LV,10062728
G84556IB,91860322
G84560PS,156618917
G84570YO,91851076
G84571RH,91851009
G84571SW,67702976
G84574HF,91850119
G84580MZ,89781048
G84596RP,146017117
G84596VQ,51351802
G84606TI,87084121
G84643MT,91854824
G84645WY,168373503
G84645YP,91858615
G84646MS,91855362
G84647SC,91862314
G84648AY,156614365
G84656AH,168373504
G84658BD,168373505
G84674JQ,71297802
G84675YD,91859443
G84676AV,91848598
G84676UY,156618570
G84680HD,91846107
G84693CG,70678668
G84702VT,132829
G84705XH,57683988
G84707RO,53262300
G84709FG,156614426
G84712FF,156614959
G84712FX,91846836
G84718MC,91849834
G84742FE,156617717
G84753IL,91862708
G84764CL,71297344
G84775PY,156618855
G84776VF,156615075
G84777MO,91845622
G84778XH,91854236
G84779QI,91854219
G84783XD,146017366
G84783YG,91852945
G84792SV,91856266
G84808RB,91862711
G84821OV,91855998
G84852GW,91860758
G84853WN,146016112
G84874EV,91854402
G84879CH,91860937
G84880VC,91847281
G84881ST,156618512
G84887KU,91855855
G84887WY,91852103
G84891DZ,91846840
G84901UD,71297731
G84906AJ,91856237
G84906ML,91861932
G84908OR,91859971
G84914ZF,91852802
G84942UA,146015392
G84954WB,91859152
G84958AF,146017935
G84964KJ,91851331
G84969LS,71298369
G84975AL,91858320
G84975VY,91860206
G84976MP,168373568
G84992HB,171933520
G84996EP,91849929
G85002XD,91861321
G85012LW,146016281
G85038QU,11484609
G85039TI,71298164
G85041WE,91855773
G85046IS,91849239
G85049LD,91852140
G85062QK,91853265
G85076BM,168373580
G85079IJ,91862751
G85083RQ,146017450
G85084IW,71298358
G85085MS,156614822
G85093QP,156614914
G85101OA,71297876
G85102OH,91847506
G85104QE,68977337
G85106DS,91847342
G85113NU,146017281
G85116NK,91845140
G85116XO,91859481
G85121UD,71297641
G85130CP,91850097
G85141ZP,146016149
G85146YR,91850001
G85159UF,91847206
G85160RU,171126303
G85180ML,91852738
G85196CF,444863
G85200FA,91847337
G85208SY,91853981
G85213IC,146016993
G85213NF,91862099
G85213RR,70678893
G85219EY,156614606
G85226CQ,91851285
G85229BX,91856933
G85237WB,146016462
G85238RP,156618660
G85243CH,146017389
G85243FP,13832709
G85244OT,91858793
G85250EQ,91858679
G85252SY,146017694
G85256OK,146017000
G85260RY,91861997
G85272GD,139031820
G85278ER,11240191
G85282JA,146016562
G85284LO,71298491
G85284MK,146017832
G85286WG,171126311
G85288QT,91847335
G85291WT,168373628
G85292WS,91853734
G85301FR,156614615
G85302NF,71298243
G85304RG,91862939
G85313YF,156614795
G85314RX,91846325
G85317UE,91853950
G85319UV,156614430
G85323FO,91850797
G85333BY,91848314
G85334XS,91852192
G85357CZ,22885267
G85366AQ,71298251
G85378DV,25206501
G85380WH,134715644
G85383RY,70679026
G85392NL,91860391
G85393KI,71298452
G85415LL,91858751
G85422JN,168373656
G85424PW,91861024
G85431OK,146016049
G85440QX,91858461
G85445GG,102275215
G85445QG,91848901
G85458AY,91850375
G85471HV,91855042
G85486NA,45109765
G85492ZI,91850807
G85493TB,171126319
G85497PI,91851144
G85511VL,91854116
G85530IT,91861690
G85536AI,156616153
G85542KD,91849839
G85545IG,71297848
G85563LA,91857316
G85578VB,91860602
G85584CU,168373695
G85599NG,91845270
G85607DC,71297980
G85608AG,91859329
G85628BP,146015378
G85632MT,16760538
G85633VC,156618585
G85652EW,71297793
G85652RK,91851549
G85661BQ,91845242
G85662LJ,156615748
G85670FA,156618303
G85691HG,91849147
G85693DT,156615782
G85696RB,91860444
G85714GY,10295910
G85716US,91857795
G85721WE,71298129
G85722FF,18667088
G85723NH,91855218
G85724TD,91855206
G85734JO,71298092
G85735KR,91853437
G85735NR,11378387
G85738ZK,91859039
G85750HN,91857018
G85755BV,71297963
G85766UK,91858414
G85767HW,91846151
G85768QF,91849033
G85779MY,146016339
G85790MP,91849102
G85790SE,91856650
G85792MM,91848059
G85807QC,171126342
G85827ES,171126343
G85836ZE,91846880
G85838ZJ,91845058
G85843WY,91852703
G85849LM,156617947
G85856KC,5288888
G85858FO,91854682
G85862MS,91858100
G85872LH,91862644
G85890AG,71298299
G85891FA,91853588
G85891WT,71297360
G85895SP,91862511
G85900AY,71297343
G85903XM,72255964
G85903ZE,146016881
G85930OB,91844952
G85947WY,91849103
G85953MG,91849896
G85972OZ,91858329
G85974BI,91850715
G85974HF,91844961
G86002PC,91851809
G86002WM,25066263
G86005HP,91853141
G86017PY,54186133
G86018QV,91860156
G86023QJ,156618548
G86038AT,156614819
G86040AS,171126352
G86045NJ,171126354
G86053IC,71297915
G86060BB,53738934
G86082YL,91853831
G86083AM,91845216
G86083QZ,156617523
G86085BW,91850032
G86094NY,91858136
G86095OE,91858179
G86102AA,91851212
G86110YJ,71297635
G86117ZB,91846765
G86118KP,91853451
G86119RF,98054128
G86123DJ,46224570
G86130AV,146016820
G86139YL,146017309
G86143FV,91857673
G86152ZQ,56836241
G86153UX,91858476
G86157UQ,91861867
G86186US,91845493
G86188FJ,156615133
G86191DF,91846078
G86194OO,91859363
G86199GK,71298221
G86202BL,156614327
G86211GT,13766536
G86213NZ,91856793
G86234OL,21722689
G86236QS,91858379
G86237WM,14029492
G86241VB,168373809
G86253EX,91848984
G86256ZO,91855566
G86270DU,91848835
G86270PI,71298114
G86273CV,156618704
G86294AN,91847831
G86294MW,91847837
G86298IX,146017098
G86299UP,10023700
G86307FI,146015452
G86309VR,146017067
G86320XR,91854420
G86321OX,91846700
G86325GU,245
G86333IH,171126371
G86343GW,91847339
G86355AM,91850784
G86357DX,91854587
G86372GF,71298283
G86377SM,91847033
G86385RC,56927921
G86386QT,71297513
G86388AX,91847661
G86414FL,91849207
G86419OL,91845863
G86433UB,91846369
G86439QE,91851075
G86443CJ,91846822
G86445DK,91848116
G86445KR,91853479
G86448FA,56613011
G86459PH,91855819
G86466QP,146017921
G86469VE,71298215
G86475BX,91859636
G86480FG,91859949
G86487TG,91849066
G86495BQ,91852897
G86504RY,71297487
G86518IF,45109790
G86522OD,71297720
G86533KK,156614403
G86535WT,71298073
G86537AD,91857703
G86542FP,10994741
G86543BA,168373865
G86546AY,156614522
G86551KX,168373868
G86555OF,91850160
G86558QU,91849181
G86562HC,91850501
G86566MF,168373871
G86566TX,91849622
G86567DK,156618434
G86568ZK,91861961
G86573VJ,91851977
G86582QF,91849438
G86633LD,91850483
G86640EE,13938912
G86647VH,91851939
G86650HK,156618552
G86664UH,156618675
G86669AN,156617826
G86678MP,146017270
G86681BW,91860146
G86681UT,91854546
G86696LV,91850256
G86700TF,91860573
G86702JK,70680315
G86704VD,91860249
G86712SX,91847421
G86718YQ,91847697
G86721AL,168373892
G86728DD,91858391
G86730KO,91855147
G86736BF,71298258
G86737YW,91852214
G86749FU,91862163
G86753CK,91858797
G86761WD,91855364
G86768IE,91857392
G86770JF,91849195
G86781KH,71297994
G86782KC,91851675
G86784SP,70680335
G86789PZ,146017197
G86792SU,91849074
G86801QH,91845403
G86820JX,91851783
G86836LG,91846833
G86848XP,91861115
G86851RC,91854373
G86861MW,91857669
G86867OD,91860552
G86906WK,91849373
G86912FM,71298046
G86913NG,91859964
G86922AX,171126398
G86928SV,156615113
G86928UZ,91860447
G86938BC,71298176
G86938CX,156618369
G86950QP,25207147
G86952JZ,91858916
G86958EY,91858041
G86961WX,91847028
G87000RR,156614406
G87018HM,156614852
G87038UU,91847207
G87044VO,91846417
G87063FS,91845947
G87067LQ,91847869
G87073UP,91856016
G87081GD,13325741
G87091WI,12309231
G87099NX,87056564
G87106NZ,91858580
G87107PF,71297808
G87109LD,91850198
G87115JQ,91856214
G87119TX,91847558
G87124AC,91856062
G87124HX,91846540
G87134ZP,156618562
G87136DV,91859482
G87138HL,91858459
G87143GZ,156617734
G87156SE,53879659
G87164WU,91859939
G87171PZ,446495
G87174VF,91860364
G87178PF,71297639
G87202LK,156614921
G87206FM,54229533
G87207IV,91861969
G87210BB,91853942
G87217CO,91861210
G87224SW,168373997
G87225SH,171126413
G87229LF,91848688
G87236NR,54486861
G87239MN,134160387
G87245HS,146015939
G87251UV,446588
G87256TY,91860788
G87260SO,91859658
G87264NH,91846239
G87273JO,71297957
G87277DZ,156616454
G87293AR,146017328
G87294HV,171126417
G87299FY,91848511
G87308QC,71297403
G87310ZF,91856859
G87315SO,46906083
G87349YT,156614574
G87356FF,156619096
G87373RB,156617749
G87377KZ,91848364
G87392ON,168374037
G87407JY,156618424
G87433DT,91854181
G87433EC,91848353
G87444MS,146015961
G87457SB,91846968
G87457VU,154447101
G87470OA,91859105
G87473OA,146017312
G87477QN,91856576
G87485AO,91854504
G87492XO,643995
G87494OF,156614902
G87507EP,91848877
G87514QJ,91853125
G87517GL,91849314
G87535DG,91861799
G87558EB,168374075
G87559DS,91858518
G87564QI,91852143
G87574LM,91862546
G87577UZ,91861666
G87598GV,71312723
G87598ZK,91862041
G87602PV,91862085
G87605GW,131718308
G87605NV,146015445
G87612PG,156618510
G87632FZ,91858230
G87645JA,71298055
G87655FC,91845460
G87656FV,91849374
G87668ED,71297435
G87672MP,91861036
G87676CC,91855329
G87683IK,156617669
G87684JD,91852930
G87685WT,91856662
G87687NN,155920166
G87690VK,91862861
G87695KR,71297459
G87706EO,91847111
G87711HP,91856360
G87727XV,11060640
G87739KU,168374110
G87743WX,91860808
G87743XO,146017244
G87750LN,91862142
G87755UZ,91855593
G87757EV,44518157
G87767GP,91852391
G87773EB,71297444
G87776GF,91858296
G87777GG,71297445
G87784HD,71297337
G87805VP,171126444
G87807PF,91859192
G87808DX,146016111
G87813TS,70680279
G87820CA,91852305
G87823LR,46906060
G87830PS,156615144
G87841AX,91623337
G87854BA,71297595
G87860OU,71298181
G87867IZ,91856073
G87877ES,91847068
G87901MO,91853333
G87908HE,91848409
G87918MK,9840259
G87918MM,156618325
G87925VK,168374149
G87935YG,91856742
G87937HR,91856811
G87941OV,91856192
G87945CD,91845929
G87955XD,168374158
G87978JW,146017326
G87984PA,91846593
G87988HS,9852873
G87996EB,91852937
G87996LM,156619314
G88009HX,91857273
G88014YP,91856689
G88017MO,91861387
G88028XS,174367
G88030QD,91849136
G88035KQ,71298100
G88038QS,91856687
G88043PD,91857339
G88057WC,168374186
G88089UV,71298333
G88094DN,146016438
G88099FG,91859927
G88105MO,91846502
G88122BX,91856973
G88122ZQ,91847383
G88127MB,91852165
G88162NH,156614685
G88175KE,168374213
G88188VJ,91857929
G88188XI,91856051
G88192MM,91862018
G88194BN,91856351
G88194GI,91856348
G88198QR,91859256
G88212BS,171126466
G88216WD,71298368
G88218GP,168374218
G88219FI,156619007
G88227HW,91854011
G88227QI,91856877
G88230UV,171126468
G88238LO,168374226
G88241WJ,91862668
G88242BL,71297687
G88249DW,91857881
G88263BY,91856189
G88277SL,91851216
G88286KJ,91859127
G88301IL,156618383
G88303DD,91854840
G88305GR,91848156
G88310KZ,156618450
G88313DY,56927771
G88321DT,91848446
G88329BN,91858563
G88334IC,91854572
G88356CV,91858313
G88356HA,91825699
G88357LX,91862049
G88357PE,91844962
G88362QR,84571
G88366YR,91858993
G88372CM,91851474
G88372NG,156618440
G88376DR,91850534
G88380UG,91855569
G88382QE,91849032
G88393MK,53239796
G88396AL,91862652
G88412DM,16219668
G88413ZO,91859877
G88417ED,91849414
G88419IN,168374268
G88421PE,91853151
G88426SE,156615055
G88435BP,91860134
G88435GS,91851669
G88435TS,91849983
G88446KE,134823873
G88449CR,91847316
G88449YB,156616059
G88461FF,91854090
G88464ZX,146017756
G88468EP,146016801
G88469YE,71297378
G88495BI,10909468
G88496AL,91853556
G88500KL,91862076
G88500SX,91852156
G88505QR,146015841
G88530VK,91862547
G88533QR,91846666
G88537BJ,91854369
G88542BU,4471484
G88544LM,53262364
G88561PH,91847399
G88573VH,91862416
G88582ZD,91846832
G88586HW,91848117
G88605BA,91850598
G88609PK,168374309
G88622CQ,91854782
G88624YG,156617499
G88629SJ,91848958
G88655ZW,91852448
G88675ZE,91861868
G88692PI,91848966
G88695HT,156618468
G88696BY,91848021
G88703MC,91851810
G88705MM,146609184
G88707IJ,146015734
G88708GQ,91845141
G88708RX,156617490
G88708XF,91848997
G88711NV,156614355
G88716RM,91848118
G88725FA,91850642
G88727SH,91861667
G88734GE,71297960
G88743PL,91845741
G88748KA,156618459
G88749TS,91847551
G88752GW,146015826
G88757PX,91859574
G88766TD,146016638
G88767NN,168374347
G88770MJ,91844959
G88780VN,91850236
G88784RE,91860692
G88784SV,91856764
G88785AI,168374352
G88796WA,56836175
G88799YH,91852789
G88814KX,146015409
G88822AB,91845114
G88822KL,14819050
G88827CD,71297818
G88828CK,71298337
G88837PJ,146016668
